,Serial,Model,Target Timestamp,CLEANING-10W,CLEANING-9W,CLEANING-8W,CLEANING-7W,CLEANING-6W,CLEANING-5W,CLEANING-4W,CLEANING-3W,CLEANING-2W,CLEANING-1W,FAULT-10W,FAULT-9W,FAULT-8W,FAULT-7W,FAULT-6W,FAULT-5W,FAULT-4W,FAULT-3W,FAULT-2W,FAULT-1W,ngr1-10W,ngr1-9W,ngr1-8W,ngr1-7W,ngr1-6W,ngr1-5W,ngr1-4W,ngr1-3W,ngr1-2W,ngr1-1W,ngr2-10W,ngr2-9W,ngr2-8W,ngr2-7W,ngr2-6W,ngr2-5W,ngr2-4W,ngr2-3W,ngr2-2W,ngr2-1W,ngr3-10W,ngr3-9W,ngr3-8W,ngr3-7W,ngr3-6W,ngr3-5W,ngr3-4W,ngr3-3W,ngr3-2W,ngr3-1W,numacqua-10W,numacqua-9W,numacqua-8W,numacqua-7W,numacqua-6W,numacqua-5W,numacqua-4W,numacqua-3W,numacqua-2W,numacqua-1W,numcaffegenerale-10W,numcaffegenerale-9W,numcaffegenerale-8W,numcaffegenerale-7W,numcaffegenerale-6W,numcaffegenerale-5W,numcaffegenerale-4W,numcaffegenerale-3W,numcaffegenerale-2W,numcaffegenerale-1W,numcaffegr1-10W,numcaffegr1-9W,numcaffegr1-8W,numcaffegr1-7W,numcaffegr1-6W,numcaffegr1-5W,numcaffegr1-4W,numcaffegr1-3W,numcaffegr1-2W,numcaffegr1-1W,numcaffegr2-10W,numcaffegr2-9W,numcaffegr2-8W,numcaffegr2-7W,numcaffegr2-6W,numcaffegr2-5W,numcaffegr2-4W,numcaffegr2-3W,numcaffegr2-2W,numcaffegr2-1W,numcaffegr3-10W,numcaffegr3-9W,numcaffegr3-8W,numcaffegr3-7W,numcaffegr3-6W,numcaffegr3-5W,numcaffegr3-4W,numcaffegr3-3W,numcaffegr3-2W,numcaffegr3-1W,numcicligr1-10W,numcicligr1-9W,numcicligr1-8W,numcicligr1-7W,numcicligr1-6W,numcicligr1-5W,numcicligr1-4W,numcicligr1-3W,numcicligr1-2W,numcicligr1-1W,numlattefr-10W,numlattefr-9W,numlattefr-8W,numlattefr-7W,numlattefr-6W,numlattefr-5W,numlattefr-4W,numlattefr-3W,numlattefr-2W,numlattefr-1W,numlattegr1-10W,numlattegr1-9W,numlattegr1-8W,numlattegr1-7W,numlattegr1-6W,numlattegr1-5W,numlattegr1-4W,numlattegr1-3W,numlattegr1-2W,numlattegr1-1W,nummac1gr1-10W,nummac1gr1-9W,nummac1gr1-8W,nummac1gr1-7W,nummac1gr1-6W,nummac1gr1-5W,nummac1gr1-4W,nummac1gr1-3W,nummac1gr1-2W,nummac1gr1-1W,nummac2gr1-10W,nummac2gr1-9W,nummac2gr1-8W,nummac2gr1-7W,nummac2gr1-6W,nummac2gr1-5W,nummac2gr1-4W,nummac2gr1-3W,nummac2gr1-2W,nummac2gr1-1W,numvapore-10W,numvapore-9W,numvapore-8W,numvapore-7W,numvapore-6W,numvapore-5W,numvapore-4W,numvapore-3W,numvapore-2W,numvapore-1W,numvaporeariats-10W,numvaporeariats-9W,numvaporeariats-8W,numvaporeariats-7W,numvaporeariats-6W,numvaporeariats-5W,numvaporeariats-4W,numvaporeariats-3W,numvaporeariats-2W,numvaporeariats-1W,numvaporets-10W,numvaporets-9W,numvaporets-8W,numvaporets-7W,numvaporets-6W,numvaporets-5W,numvaporets-4W,numvaporets-3W,numvaporets-2W,numvaporets-1W,portatagr1-10W,portatagr1-9W,portatagr1-8W,portatagr1-7W,portatagr1-6W,portatagr1-5W,portatagr1-4W,portatagr1-3W,portatagr1-2W,portatagr1-1W,portatagr2-10W,portatagr2-9W,portatagr2-8W,portatagr2-7W,portatagr2-6W,portatagr2-5W,portatagr2-4W,portatagr2-3W,portatagr2-2W,portatagr2-1W,portatagr3-10W,portatagr3-9W,portatagr3-8W,portatagr3-7W,portatagr3-6W,portatagr3-5W,portatagr3-4W,portatagr3-3W,portatagr3-2W,portatagr3-1W,tempogr1-10W,tempogr1-9W,tempogr1-8W,tempogr1-7W,tempogr1-6W,tempogr1-5W,tempogr1-4W,tempogr1-3W,tempogr1-2W,tempogr1-1W,tempogr2-10W,tempogr2-9W,tempogr2-8W,tempogr2-7W,tempogr2-6W,tempogr2-5W,tempogr2-4W,tempogr2-3W,tempogr2-2W,tempogr2-1W,tempogr3-10W,tempogr3-9W,tempogr3-8W,tempogr3-7W,tempogr3-6W,tempogr3-5W,tempogr3-4W,tempogr3-3W,tempogr3-2W,tempogr3-1W,TARGET
136,1555490,model 13,2017-08-20 00:00:00,5.0,1.0,4.0,3.0,2.0,2.0,3.0,6.0,8.0,5.0,783.0,211.0,3.0,1.0,3.0,6.0,0.0,2.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,220.0,243.0,738.0,606.0,601.0,376.0,466.0,620.0,456.0,602.0,220.0,243.0,738.0,606.0,601.0,376.0,466.0,620.0,456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.0,233.0,264.0,756.0,628.0,621.0,392.0,485.0,639.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,129.0,151.0,515.0,471.0,442.0,271.0,330.0,457.0,314.0,296.0,98.0,125.0,342.0,347.0,321.0,190.0,245.0,347.0,243.0,306.0,122.0,124.0,395.0,258.0,288.0,186.0,221.0,273.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
137,1558041,model 18,2017-08-20 00:00:00,0.0,0.0,0.0,0.0,42.0,351.0,2.0,0.0,216.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
138,1612713,model 18,2017-08-20 00:00:00,0.0,0.0,0.0,22.0,4.0,4.0,187.0,3.0,538.0,304.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
139,1625343,model 10,2017-08-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,507.0,403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,630.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,630.0,462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,559.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,495.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.0
140,1554481,model 20,2017-08-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,1555490,model 13,2017-08-27 00:00:00,1.0,4.0,3.0,2.0,2.0,3.0,6.0,8.0,5.0,8.0,211.0,3.0,1.0,3.0,6.0,0.0,2.0,0.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,243.0,738.0,606.0,601.0,376.0,466.0,620.0,456.0,490.0,220.0,243.0,738.0,606.0,601.0,376.0,466.0,620.0,456.0,490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.0,264.0,756.0,628.0,621.0,392.0,485.0,639.0,467.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,151.0,515.0,471.0,442.0,271.0,330.0,457.0,314.0,383.0,98.0,125.0,342.0,347.0,321.0,190.0,245.0,347.0,243.0,258.0,122.0,124.0,395.0,258.0,288.0,186.0,221.0,273.0,212.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
142,1558041,model 18,2017-08-27 00:00:00,0.0,0.0,0.0,42.0,351.0,2.0,0.0,216.0,252.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
143,1612713,model 18,2017-08-27 00:00:00,0.0,0.0,22.0,4.0,4.0,187.0,3.0,538.0,304.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
144,1625343,model 10,2017-08-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,507.0,403.0,373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,51.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,630.0,462.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,630.0,462.0,503.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,559.0,416.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,78.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,337.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,495.0,396.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0
145,1554481,model 20,2017-09-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1555490,model 13,2017-09-03 00:00:00,4.0,3.0,2.0,2.0,3.0,6.0,8.0,5.0,8.0,9.0,3.0,1.0,3.0,6.0,0.0,2.0,0.0,5.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,738.0,606.0,601.0,376.0,466.0,620.0,456.0,490.0,489.0,243.0,738.0,606.0,601.0,376.0,466.0,620.0,456.0,490.0,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.0,756.0,628.0,621.0,392.0,485.0,639.0,467.0,507.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,515.0,471.0,442.0,271.0,330.0,457.0,314.0,383.0,417.0,125.0,342.0,347.0,321.0,190.0,245.0,347.0,243.0,258.0,266.0,124.0,395.0,258.0,288.0,186.0,221.0,273.0,212.0,232.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
147,1558041,model 18,2017-09-03 00:00:00,0.0,0.0,42.0,351.0,2.0,0.0,216.0,252.0,300.0,647.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
148,1612713,model 18,2017-09-03 00:00:00,0.0,22.0,4.0,4.0,187.0,3.0,538.0,304.0,4.0,331.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
149,1625343,model 10,2017-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,507.0,403.0,373.0,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,51.0,47.0,16.0,0.0,0.0,0.0,0.0,0.0,93.0,630.0,462.0,503.0,265.0,0.0,0.0,0.0,0.0,0.0,93.0,630.0,462.0,503.0,265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,80.0,559.0,416.0,433.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,78.0,71.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,337.0,324.0,217.0,0.0,0.0,0.0,0.0,0.0,93.0,495.0,396.0,404.0,215.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,11.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,27.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.0
150,1554481,model 20,2017-09-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
